"eventID","occurrenceID","individualCount","basisOfRecord","occurrenceStatus","organismID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","taxonRank"
"Cr29-11","Cr29-11_1",1,"HumanObservation","present","29","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr29-12","Cr29-12_1",1,"HumanObservation","present","29","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr29-13","Cr29-13_1",1,"HumanObservation","present","29","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr29-14","Cr29-14_1",1,"HumanObservation","present","29","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr29-15","Cr29-15_1",1,"HumanObservation","present","29","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-18","Cr30-18_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-02","Cr30-02_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-01","Cr30-01_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-05","Cr30-05_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-17","Cr30-17_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-03","Cr30-03_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-16","Cr30-16_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-04","Cr30-04_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-06","Cr30-06_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-07","Cr30-07_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-08","Cr30-08_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-09","Cr30-09_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-10","Cr30-10_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-11","Cr30-11_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-12","Cr30-12_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-13","Cr30-13_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-14","Cr30-14_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr30-15","Cr30-15_1",1,"HumanObservation","present","30","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-18","Cr31-18_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-02","Cr31-02_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-01","Cr31-01_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-05","Cr31-05_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-17","Cr31-17_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-03","Cr31-03_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-16","Cr31-16_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-04","Cr31-04_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-06","Cr31-06_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-07","Cr31-07_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-08","Cr31-08_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-09","Cr31-09_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-10","Cr31-10_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-11","Cr31-11_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-12","Cr31-12_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-13","Cr31-13_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-14","Cr31-14_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr31-15","Cr31-15_1",1,"HumanObservation","present","31","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-18","Cr32-18_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-02","Cr32-02_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-01","Cr32-01_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-05","Cr32-05_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-17","Cr32-17_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-03","Cr32-03_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-16","Cr32-16_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-04","Cr32-04_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-06","Cr32-06_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-07","Cr32-07_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-08","Cr32-08_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-09","Cr32-09_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-10","Cr32-10_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-11","Cr32-11_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-12","Cr32-12_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-13","Cr32-13_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-14","Cr32-14_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr32-15","Cr32-15_1",1,"HumanObservation","present","32","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-18","Cr33-18_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-02","Cr33-02_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-01","Cr33-01_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-05","Cr33-05_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-17","Cr33-17_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-03","Cr33-03_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-16","Cr33-16_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-04","Cr33-04_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-06","Cr33-06_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-07","Cr33-07_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-08","Cr33-08_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-09","Cr33-09_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-10","Cr33-10_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-11","Cr33-11_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-12","Cr33-12_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-13","Cr33-13_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-14","Cr33-14_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr33-15","Cr33-15_1",1,"HumanObservation","present","33","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-18","Cr34-18_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-02","Cr34-02_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-01","Cr34-01_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-05","Cr34-05_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-17","Cr34-17_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-03","Cr34-03_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-16","Cr34-16_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-04","Cr34-04_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-06","Cr34-06_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-07","Cr34-07_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-08","Cr34-08_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-09","Cr34-09_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-10","Cr34-10_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-11","Cr34-11_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-12","Cr34-12_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-13","Cr34-13_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-14","Cr34-14_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr34-15","Cr34-15_1",1,"HumanObservation","present","34","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-18","Cr35-18_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-02","Cr35-02_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-01","Cr35-01_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-05","Cr35-05_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-17","Cr35-17_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-03","Cr35-03_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-16","Cr35-16_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-04","Cr35-04_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-06","Cr35-06_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-07","Cr35-07_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-08","Cr35-08_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-09","Cr35-09_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-10","Cr35-10_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-11","Cr35-11_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-12","Cr35-12_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-13","Cr35-13_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-14","Cr35-14_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr35-15","Cr35-15_1",1,"HumanObservation","present","35","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-18","Cr36-18_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-02","Cr36-02_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-01","Cr36-01_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-05","Cr36-05_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-17","Cr36-17_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-03","Cr36-03_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-16","Cr36-16_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-04","Cr36-04_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-06","Cr36-06_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-07","Cr36-07_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-08","Cr36-08_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-09","Cr36-09_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-10","Cr36-10_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-11","Cr36-11_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-12","Cr36-12_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-13","Cr36-13_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-14","Cr36-14_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr36-15","Cr36-15_1",1,"HumanObservation","present","36","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-18","Cr37-18_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-02","Cr37-02_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-01","Cr37-01_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-05","Cr37-05_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-17","Cr37-17_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-03","Cr37-03_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-16","Cr37-16_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-04","Cr37-04_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-06","Cr37-06_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-07","Cr37-07_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-08","Cr37-08_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-09","Cr37-09_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-10","Cr37-10_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-11","Cr37-11_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-12","Cr37-12_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-13","Cr37-13_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr37-14","Cr37-14_1",1,"HumanObservation","present","37","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
